,image_name,x0,y0,x1,y1,class
0,Transformed/Citrus Limon (Lemon)/1_0_0_0.jpg,0.0,0.0,0.375,0.5,Citrus Limon (Lemon)
1,Transformed/Citrus Limon (Lemon)/1_0_1_0.jpg,0.625,0.0,1.0,0.5,Citrus Limon (Lemon)
2,Transformed/Citrus Limon (Lemon)/1_0_0_1.jpg,0.0,0.5,0.375,1.0,Citrus Limon (Lemon)
3,Transformed/Citrus Limon (Lemon)/1_0_1_1.jpg,0.625,0.5,1.0,1.0,Citrus Limon (Lemon)
4,Transformed/Citrus Limon (Lemon)/1_22_0_0.jpg,0.0,0.0,0.5349972421705013,0.6040693998143607,Citrus Limon (Lemon)
5,Transformed/Citrus Limon (Lemon)/1_22_1_0.jpg,0.465,0.0,0.9999972421705013,0.6040693998143607,Citrus Limon (Lemon)
6,Transformed/Citrus Limon (Lemon)/1_22_0_1.jpg,0.0,0.39,0.5349972421705013,0.9940693998143607,Citrus Limon (Lemon)
7,Transformed/Citrus Limon (Lemon)/1_22_1_1.jpg,0.465,0.39,0.9999972421705013,0.9940693998143607,Citrus Limon (Lemon)
8,Transformed/Citrus Limon (Lemon)/1_45_0_0.jpg,0.0,0.0,0.6187184335382291,0.6187184335382291,Citrus Limon (Lemon)
9,Transformed/Citrus Limon (Lemon)/1_45_1_0.jpg,0.375,0.0,0.9937184335382291,0.6187184335382291,Citrus Limon (Lemon)
10,Transformed/Citrus Limon (Lemon)/1_45_0_1.jpg,0.0,0.38,0.6187184335382291,0.9987184335382291,Citrus Limon (Lemon)
11,Transformed/Citrus Limon (Lemon)/1_45_1_1.jpg,0.375,0.38,0.9937184335382291,0.9987184335382291,Citrus Limon (Lemon)
12,Transformed/Citrus Limon (Lemon)/1_67_0_0.jpg,0.0,0.0,0.6067765999096979,0.540554884289302,Citrus Limon (Lemon)
13,Transformed/Citrus Limon (Lemon)/1_67_1_0.jpg,0.385,0.0,0.9917765999096979,0.540554884289302,Citrus Limon (Lemon)
14,Transformed/Citrus Limon (Lemon)/1_67_0_1.jpg,0.0,0.45,0.6067765999096979,0.990554884289302,Citrus Limon (Lemon)
15,Transformed/Citrus Limon (Lemon)/1_67_1_1.jpg,0.385,0.45,0.9917765999096979,0.990554884289302,Citrus Limon (Lemon)
16,Transformed/Citrus Limon (Lemon)/1_90_0_0.jpg,0.0,0.0,0.5,0.5,Citrus Limon (Lemon)
17,Transformed/Citrus Limon (Lemon)/1_90_1_0.jpg,0.5,0.0,1.0,0.5,Citrus Limon (Lemon)
18,Transformed/Citrus Limon (Lemon)/1_90_0_1.jpg,0.0,0.625,0.5,1.125,Citrus Limon (Lemon)
19,Transformed/Citrus Limon (Lemon)/1_90_1_1.jpg,0.5,0.625,1.0,1.125,Citrus Limon (Lemon)
20,Transformed/Citrus Limon (Lemon)/1_112_0_0.jpg,0.0,0.0,0.6040693998143607,0.5349972421705013,Citrus Limon (Lemon)
21,Transformed/Citrus Limon (Lemon)/1_112_1_0.jpg,0.395,0.0,0.9990693998143607,0.5349972421705013,Citrus Limon (Lemon)
22,Transformed/Citrus Limon (Lemon)/1_112_0_1.jpg,0.0,0.46,0.6040693998143607,0.9949972421705013,Citrus Limon (Lemon)
23,Transformed/Citrus Limon (Lemon)/1_112_1_1.jpg,0.395,0.46,0.9990693998143607,0.9949972421705013,Citrus Limon (Lemon)
24,Transformed/Citrus Limon (Lemon)/1_135_0_0.jpg,0.0,0.0,0.6187184335382291,0.618718433538229,Citrus Limon (Lemon)
25,Transformed/Citrus Limon (Lemon)/1_135_1_0.jpg,0.375,0.0,0.9937184335382291,0.618718433538229,Citrus Limon (Lemon)
26,Transformed/Citrus Limon (Lemon)/1_135_0_1.jpg,0.0,0.38,0.6187184335382291,0.998718433538229,Citrus Limon (Lemon)
27,Transformed/Citrus Limon (Lemon)/1_135_1_1.jpg,0.375,0.38,0.9937184335382291,0.998718433538229,Citrus Limon (Lemon)
28,Transformed/Citrus Limon (Lemon)/1_157_0_0.jpg,0.0,0.0,0.540554884289302,0.6067765999096979,Citrus Limon (Lemon)
29,Transformed/Citrus Limon (Lemon)/1_157_1_0.jpg,0.455,0.0,0.9955548842893021,0.6067765999096979,Citrus Limon (Lemon)
30,Transformed/Citrus Limon (Lemon)/1_157_0_1.jpg,0.0,0.39,0.540554884289302,0.996776599909698,Citrus Limon (Lemon)
31,Transformed/Citrus Limon (Lemon)/1_157_1_1.jpg,0.455,0.39,0.9955548842893021,0.996776599909698,Citrus Limon (Lemon)
32,Transformed/Citrus Limon (Lemon)/1_180_0_0.jpg,0.0,0.0,0.375,0.5,Citrus Limon (Lemon)
33,Transformed/Citrus Limon (Lemon)/1_180_1_0.jpg,0.625,0.0,1.0,0.5,Citrus Limon (Lemon)
34,Transformed/Citrus Limon (Lemon)/1_180_0_1.jpg,0.0,0.5,0.375,1.0,Citrus Limon (Lemon)
35,Transformed/Citrus Limon (Lemon)/1_180_1_1.jpg,0.625,0.5,1.0,1.0,Citrus Limon (Lemon)
36,Transformed/Citrus Limon (Lemon)/1_202_0_0.jpg,0.0,0.0,0.5349972421705013,0.6040693998143607,Citrus Limon (Lemon)
37,Transformed/Citrus Limon (Lemon)/1_202_1_0.jpg,0.465,0.0,0.9999972421705013,0.6040693998143607,Citrus Limon (Lemon)
38,Transformed/Citrus Limon (Lemon)/1_202_0_1.jpg,0.0,0.39,0.5349972421705013,0.9940693998143607,Citrus Limon (Lemon)
39,Transformed/Citrus Limon (Lemon)/1_202_1_1.jpg,0.465,0.39,0.9999972421705013,0.9940693998143607,Citrus Limon (Lemon)
40,Transformed/Citrus Limon (Lemon)/1_225_0_0.jpg,0.0,0.0,0.6187184335382291,0.6187184335382292,Citrus Limon (Lemon)
