,image_name,x0,y0,x1,y1,class
0,Transformed/Vitex Negundo (Lagundi)/1_0_0_0.jpg,0.0,0.0,0.5,0.38,Vitex Negundo (Lagundi)
1,Transformed/Vitex Negundo (Lagundi)/1_0_1_0.jpg,0.5,0.0,1.0,0.38,Vitex Negundo (Lagundi)
2,Transformed/Vitex Negundo (Lagundi)/1_0_0_1.jpg,0.0,0.62,0.5,1.0,Vitex Negundo (Lagundi)
3,Transformed/Vitex Negundo (Lagundi)/1_0_1_1.jpg,0.5,0.62,1.0,1.0,Vitex Negundo (Lagundi)
4,Transformed/Vitex Negundo (Lagundi)/1_22_0_0.jpg,0.0,0.0,0.6059424327814402,0.5396331614433352,Vitex Negundo (Lagundi)
5,Transformed/Vitex Negundo (Lagundi)/1_22_1_0.jpg,0.39,0.0,0.9959424327814403,0.5396331614433352,Vitex Negundo (Lagundi)
6,Transformed/Vitex Negundo (Lagundi)/1_22_0_1.jpg,0.0,0.46,0.6059424327814402,0.9996331614433351,Vitex Negundo (Lagundi)
7,Transformed/Vitex Negundo (Lagundi)/1_22_1_1.jpg,0.39,0.46,0.9959424327814403,0.9996331614433351,Vitex Negundo (Lagundi)
8,Transformed/Vitex Negundo (Lagundi)/1_45_0_0.jpg,0.0,0.0,0.6222539674441618,0.6222539674441618,Vitex Negundo (Lagundi)
9,Transformed/Vitex Negundo (Lagundi)/1_45_1_0.jpg,0.37,0.0,0.9922539674441618,0.6222539674441618,Vitex Negundo (Lagundi)
10,Transformed/Vitex Negundo (Lagundi)/1_45_0_1.jpg,0.0,0.37,0.6222539674441618,0.9922539674441618,Vitex Negundo (Lagundi)
11,Transformed/Vitex Negundo (Lagundi)/1_45_1_1.jpg,0.37,0.37,0.9922539674441618,0.9922539674441618,Vitex Negundo (Lagundi)
12,Transformed/Vitex Negundo (Lagundi)/1_67_0_0.jpg,0.0,0.0,0.5451574085565641,0.6087302555521442,Vitex Negundo (Lagundi)
13,Transformed/Vitex Negundo (Lagundi)/1_67_1_0.jpg,0.45,0.0,0.9951574085565642,0.6087302555521442,Vitex Negundo (Lagundi)
14,Transformed/Vitex Negundo (Lagundi)/1_67_0_1.jpg,0.0,0.39,0.5451574085565641,0.9987302555521442,Vitex Negundo (Lagundi)
15,Transformed/Vitex Negundo (Lagundi)/1_67_1_1.jpg,0.45,0.39,0.9951574085565642,0.9987302555521442,Vitex Negundo (Lagundi)
16,Transformed/Vitex Negundo (Lagundi)/1_90_0_0.jpg,0.0,0.0,0.5,0.5,Vitex Negundo (Lagundi)
17,Transformed/Vitex Negundo (Lagundi)/1_90_1_0.jpg,0.62,0.0,1.12,0.5,Vitex Negundo (Lagundi)
18,Transformed/Vitex Negundo (Lagundi)/1_90_0_1.jpg,0.0,0.5,0.5,1.0,Vitex Negundo (Lagundi)
